Nazwa pliku;Oczekiwana wiadomość;Odczytana wiadomość;Ocena
1144-v3.png;1144;1144;Poprawna
1144-v4.png;1144;1144;Poprawna
1145-v1.png;1145;1145;Poprawna
1145-v2.png;1145;1145;Poprawna
1145-v3.png;1145;1145;Poprawna
1145-v4.png;1145;1145;Poprawna
1147-v1.png;1147;1147;Poprawna
1147-v2.png;1147;1147;Poprawna
1147-v3.png;1147;1147;Poprawna
1147-v4.png;1147;1147;Poprawna
1148-v1.png;1148;1148;Poprawna
1148-v2.png;1148;1148;Poprawna
1148-v3.png;1148;1148;Poprawna
1148-v4.png;1148;1148;Poprawna
1150-v1.png;1150;1150;Poprawna
1150-v2.png;1150;1150;Poprawna
1150-v3.png;1150;1150;Poprawna
1150-v4.png;1150;1150;Poprawna
1155-v1.png;1155;1155;Poprawna
1155-v2.png;1155;1155;Poprawna
1155-v3.png;1155;1155;Poprawna
1155-v4.png;1155;1155;Poprawna
1156-v1.png;1156;1156;Poprawna
1156-v2.png;1156;1156;Poprawna
1156-v3.png;1156;1156;Poprawna
1156-v4.png;1156;1156;Poprawna
1157-v1.png;1157;1157;Poprawna
1157-v2.png;1157;1157;Poprawna
1157-v3.png;1157;1157;Poprawna
1157-v4.png;1157;1157;Poprawna
1158-v1.png;1158;1158;Poprawna
1158-v2.png;1158;1158;Poprawna
1158-v3.png;1158;1158;Poprawna
1158-v4.png;1158;1158;Poprawna
1164-v1.png;1164;1164;Poprawna
1164-v2.png;1164;1164;Poprawna
1164-v3.png;1164;1164;Poprawna
1164-v4.png;1164;1164;Poprawna
1166-v1.png;1166;1166;Poprawna
1166-v2.png;1166;1166;Poprawna
1166-v3.png;1166;1166;Poprawna
1166-v4.png;1166;1166;Poprawna
1167-v1.png;1167;1167;Poprawna
1167-v2.png;1167;1167;Poprawna
1167-v3.png;1167;1167;Poprawna
1167-v4.png;1167;1167;Poprawna
1168-v1.png;1168;1168;Poprawna
1168-v2.png;1168;1168;Poprawna
1168-v3.png;1168;1168;Poprawna
1168-v4.png;1168;1168;Poprawna
1170-v1.png;1170;1170;Poprawna
1170-v2.png;1170;1170;Poprawna
1170-v3.png;1170;1170;Poprawna
1170-v4.png;1170;1170;Poprawna
1176-v1.png;1176;1176;Poprawna
1176-v2.png;1176;1176;Poprawna
1176-v3.png;1176;1176;Poprawna
1176-v4.png;1176;1176;Poprawna
1185-v1.png;1185;1185;Poprawna
1185-v2.png;1185;1185;Poprawna
1185-v3.png;1185;1185;Poprawna
1185-v4.png;1185;1185;Poprawna
1191-v1.png;1191;1191;Poprawna
1191-v2.png;1191;1191;Poprawna
1191-v3.png;1191;1191;Poprawna
1191-v4.png;1191;1191;Poprawna
1197-v1.png;1197;1197;Poprawna
1197-v2.png;1197;1197;Poprawna
1197-v3.png;1197;1197;Poprawna
1197-v4.png;1197;1197;Poprawna
1199-v1.png;1199;1199;Poprawna
1199-v2.png;1199;1199;Poprawna
1199-v3.png;1199;1199;Poprawna
1199-v4.png;1199;1199;Poprawna
1200-v1.png;1200;1200;Poprawna
1200-v2.png;1200;1200;Poprawna
1200-v3.png;1200;1200;Poprawna
1200-v4.png;1200;1200;Poprawna
1201-v1.png;1201;1201;Poprawna
1201-v2.png;1201;1201;Poprawna
1201-v3.png;1201;1201;Poprawna
1201-v4.png;1201;1201;Poprawna
1202-v1.png;1202;1202;Poprawna
1202-v2.png;1202;1202;Poprawna
1202-v3.png;1202;1202;Poprawna
1202-v4.png;1202;1202;Poprawna
1203-v1.png;1203;1203;Poprawna
1203-v2.png;1203;1203;Poprawna
1203-v3.png;1203;1203;Poprawna
1203-v4.png;1203;1203;Poprawna
1204-v1.png;1204;1204;Poprawna
1204-v2.png;1204;1204;Poprawna
1204-v3.png;1204;1204;Poprawna
1204-v4.png;1204;1204;Poprawna
1205-v1.png;1205;1205;Poprawna
1205-v2.png;1205;1205;Poprawna
1205-v3.png;1205;1205;Poprawna
1205-v4.png;1205;1205;Poprawna
1206-v1.png;1206;1206;Poprawna
1206-v2.png;1206;1206;Poprawna
1206-v3.png;1206;1206;Poprawna
1206-v4.png;1206;1206;Poprawna
1213-v1.png;1213;1213;Poprawna
1213-v2.png;1213;1213;Poprawna
1213-v3.png;1213;1213;Poprawna
1213-v4.png;1213;1213;Poprawna
1214-v1.png;1214;1214;Poprawna
1214-v2.png;1214;1214;Poprawna
1214-v3.png;1214;1214;Poprawna
1214-v4.png;1214;1214;Poprawna
1215-v1.png;1215;1215;Poprawna
1215-v2.png;1215;1215;Poprawna
1215-v3.png;1215;1215;Poprawna
1215-v4.png;1215;1215;Poprawna
1218-v1.png;1218;1218;Poprawna
1218-v2.png;1218;1218;Poprawna
1218-v3.png;1218;1218;Poprawna
1218-v4.png;1218;1218;Poprawna
1219-v1.png;1219;1219;Poprawna
1219-v2.png;1219;1219;Poprawna
1219-v3.png;1219;1219;Poprawna
1219-v4.png;1219;1219;Poprawna
1221-v1.png;1221;1221;Poprawna
1221-v2.png;1221;1221;Poprawna
1221-v3.png;1221;1221;Poprawna
1221-v4.png;1221;1221;Poprawna
1222-v1.png;1222;1222;Poprawna
1222-v2.png;1222;1222;Poprawna
1222-v3.png;1222;1222;Poprawna
1222-v4.png;1222;1222;Poprawna
1225-v1.png;1225;1225;Poprawna
1225-v2.png;1225;1225;Poprawna
1225-v3.png;1225;1225;Poprawna
1225-v4.png;1225;1225;Poprawna
1226-v1.png;1226;1226;Poprawna
1226-v2.png;1226;1226;Poprawna
1226-v3.png;1226;1226;Poprawna
1226-v4.png;1226;1226;Poprawna
1237-v1.png;1237;1237;Poprawna
1237-v2.png;1237;1237;Poprawna
1237-v3.png;1237;1237;Poprawna
1237-v4.png;1237;1237;Poprawna
1245-v1.png;1245;1245;Poprawna
1245-v2.png;1245;1245;Poprawna
1245-v3.png;1245;1245;Poprawna
1245-v4.png;1245;1245;Poprawna
1246-v1.png;1246;1246;Poprawna
1246-v2.png;1246;1246;Poprawna
1246-v3.png;1246;1246;Poprawna
1246-v4.png;1246;1246;Poprawna
1248-v1.png;1248;1248;Poprawna
1248-v2.png;1248;1248;Poprawna
1248-v3.png;1248;1248;Poprawna
1248-v4.png;1248;1248;Poprawna
1250-v1.png;1250;1250;Poprawna
1250-v2.png;1250;1250;Poprawna
1250-v3.png;1250;1250;Poprawna
1250-v4.png;1250;1250;Poprawna
1251-v1.png;1251;1251;Poprawna
1251-v2.png;1251;1251;Poprawna
1251-v3.png;1251;1251;Poprawna
1251-v4.png;1251;1251;Poprawna
1264-v1.png;1264;1264;Poprawna
1264-v2.png;1264;1264;Poprawna
1264-v3.png;1264;1264;Poprawna
1264-v4.png;1264;1264;Poprawna
1269-v1.png;1269;1269;Poprawna
1269-v2.png;1269;1269;Poprawna
1269-v3.png;1269;1269;Poprawna
1269-v4.png;1269;1269;Poprawna
1279-v1.png;1279;1279;Poprawna
1279-v2.png;1279;1279;Poprawna
1279-v3.png;1279;1279;Poprawna
1279-v4.png;1279;1279;Poprawna
1284-v1.png;1284;1284;Poprawna
1284-v2.png;1284;1284;Poprawna
1284-v3.png;1284;1284;Poprawna
1284-v4.png;1284;1284;Poprawna
1285-v1.png;1285;1285;Poprawna
1285-v2.png;1285;1285;Poprawna
1285-v3.png;1285;1285;Poprawna
1285-v4.png;1285;1285;Poprawna
1292-v1.png;1292;1292;Poprawna
1292-v2.png;1292;1292;Poprawna
1292-v3.png;1292;1292;Poprawna
1292-v4.png;1292;1292;Poprawna
1298-v1.png;1298;1298;Poprawna
1298-v2.png;1298;1298;Poprawna
1298-v3.png;1298;1298;Poprawna
1298-v4.png;1298;1298;Poprawna
1300-v1.png;1300;1300;Poprawna
1300-v2.png;1300;1300;Poprawna
1300-v3.png;1300;1300;Poprawna
1300-v4.png;1300;1300;Poprawna
1301-v1.png;1301;1301;Poprawna
1301-v2.png;1301;1301;Poprawna
1301-v3.png;1301;1301;Poprawna
1301-v4.png;1301;1301;Poprawna
1302-v1.png;1302;1302;Poprawna
1302-v2.png;1302;1302;Poprawna
1302-v3.png;1302;1302;Poprawna
1302-v4.png;1302;1302;Poprawna
1304-v1.png;1304;1304;Poprawna
1304-v2.png;1304;1304;Poprawna
1304-v3.png;1304;1304;Poprawna
1304-v4.png;1304;1304;Poprawna
1313-v1.png;1313;1313;Poprawna
1313-v2.png;1313;1313;Poprawna
1313-v3.png;1313;1313;Poprawna
1313-v4.png;1313;1313;Poprawna
1315-v1.png;1315;1315;Poprawna
1315-v2.png;1315;1315;Poprawna
1315-v3.png;1315;1315;Poprawna
1315-v4.png;1315;1315;Poprawna
1319-v1.png;1319;1319;Poprawna
1319-v2.png;1319;1319;Poprawna
1319-v3.png;1319;1319;Poprawna
1319-v4.png;1319;1319;Poprawna
1320-v1.png;1320;1320;Poprawna
1320-v2.png;1320;1320;Poprawna
1320-v3.png;1320;1320;Poprawna
1320-v4.png;1320;1320;Poprawna
1325-v1.png;1325;1325;Poprawna
1325-v2.png;1325;1325;Poprawna
1325-v3.png;1325;1325;Poprawna
1325-v4.png;1325;1325;Poprawna
1332-v1.png;1332;1332;Poprawna
1332-v2.png;1332;1332;Poprawna
1332-v3.png;1332;1332;Poprawna
1332-v4.png;1332;1332;Poprawna
1333-v1.png;1333;1333;Poprawna
1333-v2.png;1333;1333;Poprawna
1333-v3.png;1333;1333;Poprawna
1333-v4.png;1333;1333;Poprawna
1334-v1.png;1334;1334;Poprawna
1334-v2.png;1334;1334;Poprawna
1334-v3.png;1334;1334;Poprawna
1334-v4.png;1334;1334;Poprawna
1335-v1.png;1335;1335;Poprawna
1335-v2.png;1335;1335;Poprawna
1335-v3.png;1335;1335;Poprawna
1335-v4.png;1335;1335;Poprawna
1337-v1.png;1337;1337;Poprawna
1337-v2.png;1337;1337;Poprawna
1337-v3.png;1337;1337;Poprawna
1337-v4.png;1337;1337;Poprawna
1338-v1.png;1338;1338;Poprawna
1338-v2.png;1338;1338;Poprawna
1338-v3.png;1338;1338;Poprawna
1338-v4.png;1338;1338;Poprawna
1348-v1.png;1348;1348;Poprawna
1348-v2.png;1348;1348;Poprawna
1348-v3.png;1348;1348;Poprawna
1348-v4.png;1348;1348;Poprawna
1350-v1.png;1350;1350;Poprawna
1350-v2.png;1350;1350;Poprawna
1350-v3.png;1350;1350;Poprawna
1350-v4.png;1350;1350;Poprawna
1351-v1.png;1351;1351;Poprawna
1351-v2.png;1351;1351;Poprawna
1351-v3.png;1351;1351;Poprawna
1351-v4.png;1351;1351;Poprawna
1353-v1.png;1353;1353;Poprawna
1353-v2.png;1353;1353;Poprawna
1353-v3.png;1353;1353;Poprawna
1353-v4.png;1353;1353;Poprawna
1355-v1.png;1355;1355;Poprawna
1355-v2.png;1355;1355;Poprawna
1355-v3.png;1355;1355;Poprawna
1355-v4.png;1355;1355;Poprawna
1358-v1.png;1358;1358;Poprawna
1358-v2.png;1358;1358;Poprawna
1358-v3.png;1358;1358;Poprawna
1358-v4.png;1358;1358;Poprawna
1365-v1.png;1365;1365;Poprawna
1365-v2.png;1365;1365;Poprawna
1365-v3.png;1365;1365;Poprawna
1365-v4.png;1365;1365;Poprawna
1367-v1.png;1367;1367;Poprawna
1367-v2.png;1367;1367;Poprawna
1367-v3.png;1367;1367;Poprawna
1367-v4.png;1367;1367;Poprawna
1372-v1.png;1372;1372;Poprawna
1372-v2.png;1372;1372;Poprawna
1372-v3.png;1372;1372;Poprawna
1372-v4.png;1372;1372;Poprawna
1373-v1.png;1373;1373;Poprawna
1373-v2.png;1373;1373;Poprawna
1373-v3.png;1373;1373;Poprawna
1373-v4.png;1373;1373;Poprawna
1374-v1.png;1374;1374;Poprawna
1374-v2.png;1374;1374;Poprawna
1374-v3.png;1374;1374;Poprawna
1374-v4.png;1374;1374;Poprawna
1378-v1.png;1378;1378;Poprawna
1378-v2.png;1378;1378;Poprawna
1378-v3.png;1378;1378;Poprawna
1378-v4.png;1378;1378;Poprawna
1379-v1.png;1379;1379;Poprawna
1379-v2.png;1379;1379;Poprawna
1379-v3.png;1379;1379;Poprawna
1379-v4.png;1379;1379;Poprawna
1382-v1.png;1382;1382;Poprawna
1382-v2.png;1382;1382;Poprawna
1382-v3.png;1382;1382;Poprawna
1382-v4.png;1382;1382;Poprawna
1384-v1.png;1384;1384;Poprawna
1384-v2.png;1384;1384;Poprawna
1384-v3.png;1384;1384;Poprawna
1384-v4.png;1384;1384;Poprawna
1386-v1.png;1386;1386;Poprawna
1386-v2.png;1386;1386;Poprawna
1386-v3.png;1386;1386;Poprawna
1386-v4.png;1386;1386;Poprawna
1388-v1.png;1388;1388;Poprawna
1388-v2.png;1388;1388;Poprawna
1388-v3.png;1388;1388;Poprawna
1388-v4.png;1388;1388;Poprawna
1391-v1.png;1391;1391;Poprawna
1391-v2.png;1391;1391;Poprawna
1391-v3.png;1391;1391;Poprawna
1391-v4.png;1391;1391;Poprawna
1396-v1.png;1396;1396;Poprawna
1396-v2.png;1396;1396;Poprawna
1396-v3.png;1396;1396;Poprawna
1396-v4.png;1396;1396;Poprawna
1397-v1.png;1397;1397;Poprawna
1397-v2.png;1397;1397;Poprawna
1397-v3.png;1397;1397;Poprawna
1397-v4.png;1397;1397;Poprawna
1410-v1.png;1410;1410;Poprawna
1410-v2.png;1410;1410;Poprawna
1410-v3.png;1410;1410;Poprawna
1410-v4.png;1410;1410;Poprawna
1415-v1.png;1415;1415;Poprawna
1415-v2.png;1415;1415;Poprawna
1415-v3.png;1415;1415;Poprawna
1415-v4.png;1415;1415;Poprawna
1418-v1.png;1418;1418;Poprawna
1418-v2.png;1418;1418;Poprawna
1418-v3.png;1418;1418;Poprawna
1418-v4.png;1418;1418;Poprawna
1419-v1.png;1419;1419;Poprawna
1419-v2.png;1419;1419;Poprawna
1419-v3.png;1419;1419;Poprawna
1419-v4.png;1419;1419;Poprawna
1420-v1.png;1420;1420;Poprawna
1420-v2.png;1420;1420;Poprawna
1420-v3.png;1420;1420;Poprawna
1420-v4.png;1420;1420;Poprawna
1422-v1.png;1422;1422;Poprawna
1422-v2.png;1422;1422;Poprawna
1422-v3.png;1422;1422;Poprawna
1422-v4.png;1422;1422;Poprawna
1425-v1.png;1425;1425;Poprawna
1425-v2.png;1425;1425;Poprawna
1425-v3.png;1425;1425;Poprawna
1425-v4.png;1425;1425;Poprawna
1432-v1.png;1432;1432;Poprawna
1432-v2.png;1432;1432;Poprawna
1432-v3.png;1432;1432;Poprawna
1432-v4.png;1432;1432;Poprawna
1434-v1.png;1434;1434;Poprawna
1434-v2.png;1434;1434;Poprawna
1434-v3.png;1434;1434;Poprawna
1434-v4.png;1434;1434;Poprawna
1441-v1.png;1441;1441;Poprawna
1441-v2.png;1441;1441;Poprawna
1441-v3.png;1441;1441;Poprawna
1441-v4.png;1441;1441;Poprawna
1449-v1.png;1449;1449;Poprawna
1449-v2.png;1449;1449;Poprawna
1449-v3.png;1449;1449;Poprawna
1449-v4.png;1449;1449;Poprawna
1451-v1.png;1451;1451;Poprawna
1451-v2.png;1451;1451;Poprawna
1451-v3.png;1451;1451;Poprawna
1451-v4.png;1451;1451;Poprawna
1458-v1.png;1458;1458;Poprawna
1458-v2.png;1458;1458;Poprawna
1458-v3.png;1458;1458;Poprawna
1458-v4.png;1458;1458;Poprawna
1464-v1.png;1464;1464;Poprawna
1464-v2.png;1464;1464;Poprawna
1464-v3.png;1464;1464;Poprawna
1464-v4.png;1464;1464;Poprawna
1467-v1.png;1467;1467;Poprawna
1467-v2.png;1467;1467;Poprawna
1467-v3.png;1467;1467;Poprawna
1467-v4.png;1467;1467;Poprawna
1469-v1.png;1469;1469;Poprawna
1469-v2.png;1469;1469;Poprawna
1469-v3.png;1469;1469;Poprawna
1469-v4.png;1469;1469;Poprawna
1478-v1.png;1478;1478;Poprawna
1478-v2.png;1478;1478;Poprawna
1478-v3.png;1478;1478;Poprawna
1478-v4.png;1478;1478;Poprawna
1479-v1.png;1479;1479;Poprawna
1479-v2.png;1479;1479;Poprawna
1479-v3.png;1479;1479;Poprawna
1479-v4.png;1479;1479;Poprawna
1483-v1.png;1483;1483;Poprawna
1483-v2.png;1483;1483;Poprawna
1483-v3.png;1483;1483;Poprawna
1483-v4.png;1483;1483;Poprawna
1486-v1.png;1486;1486;Poprawna
1486-v2.png;1486;1486;Poprawna
1486-v3.png;1486;1486;Poprawna
1486-v4.png;1486;1486;Poprawna
1492-v1.png;1492;1492;Poprawna
1492-v2.png;1492;1492;Poprawna
1492-v3.png;1492;1492;Poprawna
1492-v4.png;1492;1492;Poprawna
1493-v1.png;1493;1493;Poprawna
1493-v2.png;1493;1493;Poprawna
1493-v3.png;1493;1493;Poprawna
1493-v4.png;1493;1493;Poprawna
1494-v1.png;1494;1494;Poprawna
1494-v2.png;1494;1494;Poprawna
1494-v3.png;1494;1494;Poprawna
1494-v4.png;1494;1494;Poprawna
1495-v1.png;1495;1495;Poprawna
1495-v2.png;1495;1495;Poprawna
1495-v3.png;1495;1495;Poprawna
1495-v4.png;1495;1495;Poprawna
1496-v1.png;1496;1496;Poprawna
1496-v2.png;1496;1496;Poprawna
1496-v3.png;1496;1496;Poprawna
1496-v4.png;1496;1496;Poprawna
1498-v1.png;1498;1498;Poprawna
1498-v2.png;1498;1498;Poprawna
1498-v3.png;1498;1498;Poprawna
1498-v4.png;1498;1498;Poprawna
1501-v1.png;1501;1501;Poprawna
1501-v2.png;1501;1501;Poprawna
1501-v3.png;1501;1501;Poprawna
1501-v4.png;1501;1501;Poprawna
1503-v1.png;1503;1503;Poprawna
1503-v2.png;1503;1503;Poprawna
1503-v3.png;1503;1503;Poprawna
1503-v4.png;1503;1503;Poprawna
1506-v1.png;1506;1506;Poprawna
1506-v2.png;1506;1506;Poprawna
1506-v3.png;1506;1506;Poprawna
1506-v4.png;1506;1506;Poprawna
1510-v1.png;1510;1510;Poprawna
1510-v2.png;1510;1510;Poprawna
1510-v3.png;1510;1510;Poprawna
1510-v4.png;1510;1510;Poprawna
1512-v1.png;1512;1512;Poprawna
1512-v2.png;1512;1512;Poprawna
1512-v3.png;1512;1512;Poprawna
1512-v4.png;1512;1512;Poprawna
1520-v1.png;1520;1520;Poprawna
1520-v2.png;1520;1520;Poprawna
1520-v3.png;1520;1520;Poprawna
1520-v4.png;1520;1520;Poprawna
1521-v1.png;1521;1521;Poprawna
1521-v2.png;1521;1521;Poprawna
1521-v3.png;1521;1521;Poprawna
1521-v4.png;1521;1521;Poprawna
1523-v1.png;1523;1523;Poprawna
1523-v2.png;1523;1523;Poprawna
1523-v3.png;1523;1523;Poprawna
1523-v4.png;1523;1523;Poprawna
1525-v1.png;1525;1525;Poprawna
1525-v2.png;1525;1525;Poprawna
1525-v3.png;1525;1525;Poprawna
1525-v4.png;1525;1525;Poprawna
1526-v1.png;1526;1526;Poprawna
1526-v2.png;1526;1526;Poprawna
1526-v3.png;1526;1526;Poprawna
1526-v4.png;1526;1526;Poprawna
1527-v1.png;1527;1527;Poprawna
1527-v2.png;1527;1527;Poprawna
1527-v3.png;1527;1527;Poprawna
1527-v4.png;1527;1527;Poprawna
1528-v1.png;1528;1528;Poprawna
1528-v2.png;1528;1528;Poprawna
1528-v3.png;1528;1528;Poprawna
1528-v4.png;1528;1528;Poprawna
1532-v1.png;1532;1532;Poprawna
1532-v2.png;1532;1532;Poprawna
1532-v3.png;1532;1532;Poprawna
1532-v4.png;1532;1532;Poprawna
1534-v1.png;1534;1534;Poprawna
1534-v2.png;1534;1534;Poprawna
1534-v3.png;1534;1534;Poprawna
1534-v4.png;1534;1534;Poprawna
1538-v1.png;1538;1538;Poprawna
1538-v2.png;1538;1538;Poprawna
1538-v3.png;1538;1538;Poprawna
1538-v4.png;1538;1538;Poprawna
1545-v1.png;1545;1545;Poprawna
1545-v2.png;1545;1545;Poprawna
1545-v3.png;1545;1545;Poprawna
1545-v4.png;1545;1545;Poprawna
1550-v1.png;1550;1550;Poprawna
1550-v2.png;1550;1550;Poprawna
1550-v3.png;1550;1550;Poprawna
1550-v4.png;1550;1550;Poprawna
1556-v1.png;1556;1556;Poprawna
1556-v2.png;1556;1556;Poprawna
1556-v3.png;1556;1556;Poprawna
1556-v4.png;1556;1556;Poprawna
1559-v1.png;1559;1559;Poprawna
1559-v2.png;1559;1559;Poprawna
1559-v3.png;1559;1559;Poprawna
1559-v4.png;1559;1559;Poprawna
1560-v1.png;1560;1560;Poprawna
1560-v2.png;1560;1560;Poprawna
1560-v3.png;1560;1560;Poprawna
1560-v4.png;1560;1560;Poprawna
1567-v1.png;1567;1567;Poprawna
1567-v2.png;1567;1567;Poprawna
1567-v3.png;1567;1567;Poprawna
1567-v4.png;1567;1567;Poprawna
1571-v1.png;1571;1571;Poprawna
1571-v2.png;1571;1571;Poprawna
1571-v3.png;1571;1571;Poprawna
1571-v4.png;1571;1571;Poprawna
1576-v1.png;1576;1576;Poprawna
1576-v2.png;1576;1576;Poprawna
1576-v3.png;1576;1576;Poprawna
1576-v4.png;1576;1576;Poprawna
1578-v1.png;1578;1578;Poprawna
1578-v2.png;1578;1578;Poprawna
1578-v3.png;1578;1578;Poprawna
1578-v4.png;1578;1578;Poprawna
1580-v1.png;1580;1580;Poprawna
1580-v2.png;1580;1580;Poprawna
1580-v3.png;1580;1580;Poprawna
1580-v4.png;1580;1580;Poprawna
